Reef ID,ReefName,X_COORD,Y_COORD,Area_HA,Zone,MgmtArea,MgmtAreaCode,MgmtAreaShort
11-147,U/N Reef (11-147),142.9,-11.805,137.088,Marine National Park,Far Northern Management Area,1,Far Northern
11-148,U/N Reef (11-148),142.896,-11.827,19.881,Marine National Park,Far Northern Management Area,1,Far Northern
11-149,U/N Reef (11-149),142.876,-11.849,1172.166,Marine National Park,Far Northern Management Area,1,Far Northern
11-150,U/N Reef (11-150),142.939,-11.843,27.547,Marine National Park,Far Northern Management Area,1,Far Northern
11-151,U/N Reef (11-151),142.994,-11.862,62.626,Marine National Park,Far Northern Management Area,1,Far Northern
11-152,U/N Reef (11-152),142.913,-11.88,548.941,Marine National Park,Far Northern Management Area,1,Far Northern
11-153,U/N Reef (11-153),142.97,-11.884,19.283,Marine National Park,Far Northern Management Area,1,Far Northern
11-154,U/N Reef (11-154),143.082,-11.518,238.044,Marine National Park,Far Northern Management Area,1,Far Northern
11-155,U/N Reef (11-155),143.178,-11.532,3190.092,Marine National Park,Far Northern Management Area,1,Far Northern
11-156,Wizard Reef (11-156),143.017,-11.55,2163.216,Marine National Park,Far Northern Management Area,1,Far Northern
11-157,U/N Reef (11-157),143.516,-11.553,9771.4,Marine National Park,Far Northern Management Area,1,Far Northern
11-158,U/N Reef (11-158),143.232,-11.58,818.785,Marine National Park,Far Northern Management Area,1,Far Northern
11-159,U/N Reef (11-159),143.178,-11.59,1627.756,Marine National Park,Far Northern Management Area,1,Far Northern
11-160,U/N Reef (11-160),143.424,-11.586,3838.316,Marine National Park,Far Northern Management Area,1,Far Northern
11-161,Viking Reef (11-161),143.01,-11.594,377.343,Marine National Park,Far Northern Management Area,1,Far Northern
11-163,U/N Reef (11-163),143.521,-11.621,4339.169,Marine National Park,Far Northern Management Area,1,Far Northern
11-164,U/N Reef (11-164),143.434,-11.691,9834.253,Marine National Park,Far Northern Management Area,1,Far Northern
11-165,Thrush Reef (11-165),143.193,-11.711,660.797,Marine National Park,Far Northern Management Area,1,Far Northern
11-166,Forwood Reef (11-166),143.248,-11.736,369.389,Marine National Park,Far Northern Management Area,1,Far Northern
11-167,Bird Islands Reef (North) (11-167),143.089,-11.771,136.311,Marine National Park,Far Northern Management Area,1,Far Northern
11-169,Bird Islands Reef (South) (11-169),143.086,-11.789,76.014,Marine National Park,Far Northern Management Area,1,Far Northern
11-172,U/N Reef (11-172),143.009,-11.807,16.039,Marine National Park,Far Northern Management Area,1,Far Northern
11-184a,Queue Reef (11-184a),143.371,-11.933,107.144,Marine National Park,Far Northern Management Area,1,Far Northern
11-184b,Wreck Reef (11-184b),143.417,-11.948,115.728,Marine National Park,Far Northern Management Area,1,Far Northern
11-196,U/N Reef (11-196),143.962,-11.512,21.961,Marine National Park,Far Northern Management Area,1,Far Northern
11-197,U/N Reef (11-197),143.869,-11.514,109.685,Marine National Park,Far Northern Management Area,1,Far Northern
11-200,Siddons Reef (11-200),143.642,-11.513,736.349,Marine National Park,Far Northern Management Area,1,Far Northern
11-201,U/N Reef (11-201),143.867,-11.531,207.848,Marine National Park,Far Northern Management Area,1,Far Northern
11-202,U/N Reef (11-202),143.878,-11.527,30.302,Marine National Park,Far Northern Management Area,1,Far Northern
11-203,U/N Reef (11-203),143.856,-11.54,152.242,Marine National Park,Far Northern Management Area,1,Far Northern
11-204,U/N Reef (11-204),143.865,-11.55,30.585,Marine National Park,Far Northern Management Area,1,Far Northern
11-205,U/N Reef (11-205),143.912,-11.531,308.555,Marine National Park,Far Northern Management Area,1,Far Northern
11-206,U/N Reef (11-206),143.982,-11.516,721.802,Marine National Park,Far Northern Management Area,1,Far Northern
11-207,U/N Reef (11-207),143.902,-11.545,366.177,Marine National Park,Far Northern Management Area,1,Far Northern
11-208a,U/N Reef (11-208a),143.862,-11.559,66.272,Marine National Park,Far Northern Management Area,1,Far Northern
11-208b,U/N Reef (11-208b),143.865,-11.564,11.67,Marine National Park,Far Northern Management Area,1,Far Northern
11-209,U/N Reef (11-209),143.882,-11.556,23.505,Marine National Park,Far Northern Management Area,1,Far Northern
11-210a,U/N Reef (11-210a),143.869,-11.57,23.359,Marine National Park,Far Northern Management Area,1,Far Northern
11-210b,U/N Reef (11-210b),143.875,-11.572,50.715,Marine National Park,Far Northern Management Area,1,Far Northern
11-212,Jukes Reef (11-212),143.855,-11.592,94.788,Marine National Park,Far Northern Management Area,1,Far Northern
11-213,U/N Reef (11-213),143.516,-11.602,239.953,Marine National Park,Far Northern Management Area,1,Far Northern
11-214,Bowles Reef (11-214),143.684,-11.623,3382.209,Marine National Park,Far Northern Management Area,1,Far Northern
11-215,U/N Reef (11-215),143.88,-11.63,21.604,Marine National Park,Far Northern Management Area,1,Far Northern
11-216,U/N Reef (11-216),143.578,-11.659,6817.001,Marine National Park,Far Northern Management Area,1,Far Northern
11-217,U/N Reef (11-217),143.55,-11.69,4131.385,Marine National Park,Far Northern Management Area,1,Far Northern
11-218,U/N Reef (11-218),143.914,-11.637,42.551,Marine National Park,Far Northern Management Area,1,Far Northern
11-219,U/N Reef (11-219),143.902,-11.665,15.188,Marine National Park,Far Northern Management Area,1,Far Northern
11-220,U/N Reef (11-220),143.902,-11.699,13.262,Marine National Park,Far Northern Management Area,1,Far Northern
11-221,U/N Reef (11-221),143.895,-11.728,13.373,Marine National Park,Far Northern Management Area,1,Far Northern
11-222b,Salamander Reef (11-222b),143.505,-11.764,29.098,Marine National Park,Far Northern Management Area,1,Far Northern
11-223,Three Reefs (11-223),143.895,-11.769,754.534,Marine National Park,Far Northern Management Area,1,Far Northern
11-224,U/N Reef (11-224),143.869,-11.781,12.906,Marine National Park,Far Northern Management Area,1,Far Northern
11-225,U/N Reef (11-225),143.87,-11.791,63.105,Marine National Park,Far Northern Management Area,1,Far Northern
11-226,U/N Reef (11-226),143.864,-11.801,38.517,Marine National Park,Far Northern Management Area,1,Far Northern
11-228,Wood Reef (11-228),143.969,-11.802,836.717,Marine National Park,Far Northern Management Area,1,Far Northern
11-242,U/N Reef (11-242),143.905,-11.994,10.763,Marine National Park,Far Northern Management Area,1,Far Northern
11-243,Raine Reef (11-243),144.044,-11.595,224.513,Marine National Park,Far Northern Management Area,1,Far Northern
11-244a,Great Detached Reef (No 1) (11-244a),144.018,-11.681,986.019,Marine National Park,Far Northern Management Area,1,Far Northern
11-244b,Great Detached Reef (No 2) (11-244b),144.07,-11.778,3884.321,Marine National Park,Far Northern Management Area,1,Far Northern
11-244c,Great Detached Reef (No 3) (11-244c),143.998,-11.784,404.57,Marine National Park,Far Northern Management Area,1,Far Northern
11-244d,Great Detached Reef (No 4) (11-244d),143.973,-11.705,112.732,Marine National Park,Far Northern Management Area,1,Far Northern
11-244e,Great Detached Reef (No 5) (11-244e),143.977,-11.732,52.191,Marine National Park,Far Northern Management Area,1,Far Northern
11-244f,Great Detached Reef (No 6) (11-244f),144.013,-11.762,36.831,Marine National Park,Far Northern Management Area,1,Far Northern
11-244g,Great Detached Reef (No 7) (11-244g),144.022,-11.772,122.958,Marine National Park,Far Northern Management Area,1,Far Northern
11-244h,Great Detached Reef (No 8) (11-244h),144.027,-11.768,7.143,Marine National Park,Far Northern Management Area,1,Far Northern
11-245,U/N Reef (11-245),144.021,-11.532,83.94,Marine National Park,Far Northern Management Area,1,Far Northern
11-247,U/N Reef (11-247),143.112,-11.507,10.609,Marine National Park,Far Northern Management Area,1,Far Northern
11-248,U/N Reef (11-248),143.114,-11.327,38.445,Marine National Park,Far Northern Management Area,1,Far Northern
11-249,U/N Reef (11-249),143.33,-11.62,67.192,Marine National Park,Far Northern Management Area,1,Far Northern
11-250,U/N Reef (11-250),143.354,-11.488,35.348,Marine National Park,Far Northern Management Area,1,Far Northern
11-251,U/N Reef (11-251),143.37,-11.552,63.456,Marine National Park,Far Northern Management Area,1,Far Northern
11-252,U/N Reef (11-252),143.412,-11.45,211.078,Marine National Park,Far Northern Management Area,1,Far Northern
11-255,U/N Reef (11-255),143.478,-11.498,77.559,Marine National Park,Far Northern Management Area,1,Far Northern
11-256,U/N Reef (11-256),143.651,-11.626,29.521,Marine National Park,Far Northern Management Area,1,Far Northern
11-257,U/N Reef (11-257),143.659,-11.428,2277.751,Marine National Park,Far Northern Management Area,1,Far Northern
11-258,U/N Reef (11-258),143.686,-11.56,68.131,Marine National Park,Far Northern Management Area,1,Far Northern
11-260,U/N Reef (11-260),143.724,-11.796,6.8,Marine National Park,Far Northern Management Area,1,Far Northern
11-262,U/N Reef (11-262),143.75,-11.488,159.054,Marine National Park,Far Northern Management Area,1,Far Northern
11-263,U/N Reef (11-263),143.754,-11.306,174.275,Marine National Park,Far Northern Management Area,1,Far Northern
11-265,U/N Reef (11-265),143.777,-11.507,32.14,Marine National Park,Far Northern Management Area,1,Far Northern
11-269,U/N Reef (11-269),143.801,-11.418,6.238,Marine National Park,Far Northern Management Area,1,Far Northern
11-270,U/N Reef (11-270),143.805,-11.374,43.77,Marine National Park,Far Northern Management Area,1,Far Northern
11-274,U/N Reef (11-274),143.85,-11.526,36.888,Marine National Park,Far Northern Management Area,1,Far Northern
11-275,U/N Reef (11-275),143.855,-11.288,366.466,Marine National Park,Far Northern Management Area,1,Far Northern
11-276,U/N Reef (11-276),143.874,-11.73,2.822,Marine National Park,Far Northern Management Area,1,Far Northern
11-278,U/N Reef (11-278),143.885,-11.706,1.663,Marine National Park,Far Northern Management Area,1,Far Northern
11-279,U/N Reef (11-279),143.887,-11.736,3.235,Marine National Park,Far Northern Management Area,1,Far Northern
11-280,U/N Reef (11-280),143.89,-11.755,0.626,Marine National Park,Far Northern Management Area,1,Far Northern
11-281,U/N Reef (11-281),143.89,-11.632,15.026,Marine National Park,Far Northern Management Area,1,Far Northern
11-282,U/N Reef (11-282),143.891,-11.522,1.747,Marine National Park,Far Northern Management Area,1,Far Northern
11-283,U/N Reef (11-283),143.894,-11.632,2.751,Marine National Park,Far Northern Management Area,1,Far Northern
11-284,U/N Reef (11-284),143.895,-11.575,4.661,Marine National Park,Far Northern Management Area,1,Far Northern
11-285,U/N Reef (11-285),143.896,-11.598,26.876,Marine National Park,Far Northern Management Area,1,Far Northern
11-286,U/N Reef (11-286),143.904,-11.597,12.345,Marine National Park,Far Northern Management Area,1,Far Northern
11-287,U/N Reef (11-287),143.964,-11.575,7.397,Marine National Park,Far Northern Management Area,1,Far Northern
11-289,U/N Reef (11-289),143.982,-11.378,3.366,Marine National Park,Far Northern Management Area,1,Far Northern
11-290,U/N Reef (11-290),143.983,-11.471,199.8,Marine National Park,Far Northern Management Area,1,Far Northern
11-291,U/N Reef (11-291),143.988,-11.329,1.995,Marine National Park,Far Northern Management Area,1,Far Northern
11-292,U/N Reef (11-292),143.989,-11.349,12.762,Marine National Park,Far Northern Management Area,1,Far Northern
11-293,U/N Reef (11-293),143.991,-11.371,73.886,Marine National Park,Far Northern Management Area,1,Far Northern
11-294,U/N Reef (11-294),143.992,-11.356,13.344,Marine National Park,Far Northern Management Area,1,Far Northern
11-295,U/N Reef (11-295),143.996,-11.323,3.963,Marine National Park,Far Northern Management Area,1,Far Northern
11-296,U/N Reef (11-296),143.998,-11.345,69.041,Marine National Park,Far Northern Management Area,1,Far Northern
11-297,U/N Reef (11-297),144.002,-11.323,17.942,Marine National Park,Far Northern Management Area,1,Far Northern
11-298,U/N Reef (11-298),144.004,-11.331,64.804,Marine National Park,Far Northern Management Area,1,Far Northern
11-299,U/N Reef (11-299),144.005,-11.252,92.24,Marine National Park,Far Northern Management Area,1,Far Northern
11-301,U/N Reef (11-301),144.01,-11.328,21.711,Marine National Park,Far Northern Management Area,1,Far Northern
11-302,U/N Reef (11-302),144.01,-11.343,20.736,Marine National Park,Far Northern Management Area,1,Far Northern
11-304,U/N Reef (11-304),144.014,-11.31,6.382,Marine National Park,Far Northern Management Area,1,Far Northern
11-305,U/N Reef (11-305),144.015,-11.257,6.154,Marine National Park,Far Northern Management Area,1,Far Northern
11-306,U/N Reef (11-306),144.016,-11.303,24.113,Marine National Park,Far Northern Management Area,1,Far Northern
11-307,U/N Reef (11-307),144.016,-11.332,45.166,Marine National Park,Far Northern Management Area,1,Far Northern
11-308,U/N Reef (11-308),144.018,-11.286,4.866,Marine National Park,Far Northern Management Area,1,Far Northern
11-309,U/N Reef (11-309),144.02,-11.31,22.102,Marine National Park,Far Northern Management Area,1,Far Northern
11-312,U/N Reef (11-312),144.044,-11.293,1.828,Marine National Park,Far Northern Management Area,1,Far Northern
11-313,U/N Reef (11-313),144.053,-11.274,4.188,Marine National Park,Far Northern Management Area,1,Far Northern
11-800,U/N Reef (11-800),142.834,-11.484,152.945,Marine National Park,Far Northern Management Area,1,Far Northern
12-008,Tyrrel Reefs (12-008),143.108,-12.192,300.072,Marine National Park,Far Northern Management Area,1,Far Northern
12-015,Ada Reef (12-015),143.126,-12.287,14.229,Marine National Park,Far Northern Management Area,1,Far Northern
12-017,Lion Reef (12-017),143.183,-12.305,16.102,Marine National Park,Far Northern Management Area,1,Far Northern
12-018,Daniell Reef (12-018),143.197,-12.312,34.386,Marine National Park,Far Northern Management Area,1,Far Northern
12-025,U/N Reef (12-025),143.284,-12.433,21.993,Marine National Park,Far Northern Management Area,1,Far Northern
12-028,U/N Reef (12-028),143.908,-11.995,12.129,Marine National Park,Far Northern Management Area,1,Far Northern
12-029,U/N Reef (12-029),143.911,-11.996,12.563,Marine National Park,Far Northern Management Area,1,Far Northern
12-031,U/N Reef (12-031),143.923,-12.004,208.793,Marine National Park,Far Northern Management Area,1,Far Northern
12-032,U/N Reef (12-032),143.956,-12.022,267.444,Marine National Park,Far Northern Management Area,1,Far Northern
12-033,U/N Reef (12-033),143.848,-12.034,72.52,Marine National Park,Far Northern Management Area,1,Far Northern
12-034,U/N Reef (12-034),143.872,-12.038,375.104,Marine National Park,Far Northern Management Area,1,Far Northern
12-035,U/N Reef (12-035),143.897,-12.047,28.944,Marine National Park,Far Northern Management Area,1,Far Northern
12-037,Wishbone Reef (12-037),143.965,-12.065,1572.266,Marine National Park,Far Northern Management Area,1,Far Northern
12-038a,U/N Reef (12-038a),143.909,-12.054,219.93,Marine National Park,Far Northern Management Area,1,Far Northern
12-038b,U/N Reef (12-038b),143.933,-12.058,10.817,Marine National Park,Far Northern Management Area,1,Far Northern
12-038c,U/N Reef (12-038c),143.926,-12.061,9.442,Marine National Park,Far Northern Management Area,1,Far Northern
12-052a,William Reef (East) (12-052a),143.853,-12.222,7.842,Marine National Park,Far Northern Management Area,1,Far Northern
12-052b,William Reef (West) (12-052b),143.85,-12.221,5.92,Marine National Park,Far Northern Management Area,1,Far Northern
12-054,Lloyds Reef (12-054),143.874,-12.24,4.275,Marine National Park,Far Northern Management Area,1,Far Northern
12-055a,U/N Reef (12-055a),143.9,-12.243,9.445,Marine National Park,Far Northern Management Area,1,Far Northern
12-055b,U/N Reef (12-055b),143.89,-12.247,6.274,Marine National Park,Far Northern Management Area,1,Far Northern
12-056,Mantis Reef (12-056),143.898,-12.288,2807.724,Marine National Park,Far Northern Management Area,1,Far Northern
12-067,Northern Small Detached Reef (12-067),143.846,-12.415,15.194,Marine National Park,Far Northern Management Area,1,Far Northern
12-075,U/N Reef (12-075),143.323,-12.556,474.694,Marine National Park,Far Northern Management Area,1,Far Northern
12-091,Waight Bank (12-091),143.442,-12.811,41.2,Marine National Park,Far Northern Management Area,1,Far Northern
12-099,Southern Small Detached Reef (12-099),143.866,-12.583,336.532,Marine National Park,Far Northern Management Area,1,Far Northern
12-100,U/N Reef (12-100),143.714,-12.614,34293.477,Marine National Park,Far Northern Management Area,1,Far Northern
12-120,Lansdown Reef (12-120),143.546,-12.815,49.634,Marine National Park,Far Northern Management Area,1,Far Northern
12-125,Rocky Island Reef (12-125),143.55,-12.886,92.515,Marine National Park,Far Northern Management Area,1,Far Northern
12-131,U/N Reef (12-131),143.517,-12.921,1778.147,Marine National Park,Far Northern Management Area,1,Far Northern
12-132,Allen Reef (12-132),143.538,-12.927,168.127,Marine National Park,Far Northern Management Area,1,Far Northern
12-136,Hammond Reef (12-136),143.548,-12.941,28.681,Marine National Park,Far Northern Management Area,1,Far Northern
12-138,U/N Reef (12-138),143.551,-12.965,17.845,Marine National Park,Far Northern Management Area,1,Far Northern
12-144,U/N Reef (12-144),143.534,-12.986,73.234,Marine National Park,Far Northern Management Area,1,Far Northern
12-151,U/N Reef (12-151),143.887,-12.031,1.029,Marine National Park,Far Northern Management Area,1,Far Northern
12-152,U/N Reef (12-152),143.897,-12.033,0.977,Marine National Park,Far Northern Management Area,1,Far Northern
12-154,U/N Reef (12-154),143.93,-12.047,4.399,Marine National Park,Far Northern Management Area,1,Far Northern
13-004,Wasp Reef (13-004),143.54,-13.03,80.116,Marine National Park,Far Northern Management Area,1,Far Northern
13-006,Osborne Reef (13-006),143.626,-13.042,572.845,Marine National Park,Far Northern Management Area,1,Far Northern
13-007,U/N Reef (13-007),143.514,-13.032,386.945,Marine National Park,Far Northern Management Area,1,Far Northern
13-008,MacNamara Patch (13-008),143.643,-13.051,5.34,Marine National Park,Far Northern Management Area,1,Far Northern
13-017a,U/N Reef (13-017a),143.938,-13.076,5.106,Marine National Park,Far Northern Management Area,1,Far Northern
13-031,Night Reef (13-031),143.574,-13.184,86.491,Marine National Park,Far Northern Management Area,1,Far Northern
13-057a,Sharland Reefs (No 1) (13-057a),143.599,-13.369,72.085,Marine National Park,Far Northern Management Area,1,Far Northern
13-057b,Sharland Reefs (No 2) (13-057b),143.597,-13.383,99.418,Marine National Park,Far Northern Management Area,1,Far Northern
13-058a,U/N Reef (13-058a),143.61,-13.401,29.03,Marine National Park,Far Northern Management Area,1,Far Northern
13-058b,U/N Reef (13-058b),143.605,-13.409,20.476,Marine National Park,Far Northern Management Area,1,Far Northern
13-061b,U/N Reef (13-061b),143.976,-13.425,263.08,Marine National Park,Far Northern Management Area,1,Far Northern
13-061c,Sand Bank No 7 Reef (13-061c),143.978,-13.44,226.654,Marine National Park,Far Northern Management Area,1,Far Northern
13-062,Roskruge Reef (13-062),143.629,-13.416,39.977,Marine National Park,Far Northern Management Area,1,Far Northern
13-068,Quake Reef (13-068),143.651,-13.452,7.754,Marine National Park,Far Northern Management Area,1,Far Northern
13-069,Bell Bank (North) (13-069),143.625,-13.454,100.184,Marine National Park,Far Northern Management Area,1,Far Northern
13-070,Bell Bank (South) (13-070),143.621,-13.467,44.716,Marine National Park,Far Northern Management Area,1,Far Northern
13-073,U/N Reef (13-073),143.996,-13.467,11.068,Marine National Park,Far Northern Management Area,1,Far Northern
13-100,U/N Reef (13-100),143.937,-13.867,55.611,Marine National Park,Far Northern Management Area,1,Far Northern
13-126,U/N Reef (13-126),144.063,-13.909,25.96,Marine National Park,Far Northern Management Area,1,Far Northern
13-132,U/N Reef (13-132),144.552,-13.976,55.002,Marine National Park,Far Northern Management Area,1,Far Northern
14-003,Grub Reef (14-003),143.982,-14.005,2890.343,Marine National Park,Far Northern Management Area,1,Far Northern
14-012,Cliff Islands Reef (West) (14-012),143.774,-14.221,210.259,Marine National Park,Far Northern Management Area,1,Far Northern
14-013,Cliff Islands Reef (East) (14-013),143.792,-14.226,65.155,Marine National Park,Far Northern Management Area,1,Far Northern
14-014,U/N Reef (14-014),143.731,-14.255,458.228,Marine National Park,Far Northern Management Area,1,Far Northern
14-015,June Reef (14-015),143.78,-14.289,74.215,Marine National Park,Far Northern Management Area,1,Far Northern
14-018,King Island Reef (14-018),144.321,-14.1,372.196,Marine National Park,Far Northern Management Area,1,Far Northern
14-028,U/N Reef (14-028),144.735,-14.175,3400.81,Marine National Park,Far Northern Management Area,1,Far Northern
14-035,U/N Reef (14-035),144.667,-14.089,187.464,Marine National Park,Far Northern Management Area,1,Far Northern
14-044,Hales Reef (14-044),144.538,-14.184,0.683,Marine National Park,Far Northern Management Area,1,Far Northern
14-046,U/N Reef (14-046),144.853,-14.205,21.586,Marine National Park,Far Northern Management Area,1,Far Northern
14-047,U/N Reef (14-047),144.928,-14.212,1436.937,Marine National Park,Far Northern Management Area,1,Far Northern
14-048,Broomfield Rock Reef (14-048),144.67,-14.204,1629.849,Marine National Park,Far Northern Management Area,1,Far Northern
14-050,Rocky Point Island Reef (14-050),144.577,-14.233,1.464,Marine National Park,Far Northern Management Area,1,Far Northern
14-052,Unison Reef (14-052),144.688,-14.298,118.706,Marine National Park,Far Northern Management Area,1,Far Northern
14-054,Stapleton Reef (14-054),144.859,-14.321,534.498,Marine National Park,Far Northern Management Area,1,Far Northern
14-057a,Davy Patches (No 1) (14-057a),144.718,-14.326,14.154,Marine National Park,Far Northern Management Area,1,Far Northern
14-057b,Davy Patches (No 2) (14-057b),144.708,-14.336,16.833,Marine National Park,Far Northern Management Area,1,Far Northern
14-057c,Davy Patches (No 3) (14-057c),144.72,-14.341,14.264,Marine National Park,Far Northern Management Area,1,Far Northern
14-058,U/N Reef (14-058),144.595,-14.335,6.54,Marine National Park,Far Northern Management Area,1,Far Northern
14-059,U/N Reef (14-059),144.587,-14.323,382.766,Marine National Park,Far Northern Management Area,1,Far Northern
14-061,Switzer Reef (14-061),144.757,-14.36,1586.316,Marine National Park,Far Northern Management Area,1,Far Northern
14-067,U/N Reef (14-067),144.63,-14.452,1058.08,Marine National Park,Far Northern Management Area,1,Far Northern
14-070,Baron Reef (14-070),144.698,-14.474,61.055,Marine National Park,Far Northern Management Area,1,Far Northern
14-071a,Weigall Reefs (East) (14-071a),144.643,-14.474,51.267,Marine National Park,Far Northern Management Area,1,Far Northern
14-071b,Weigall Reefs (West) (14-071b),144.638,-14.479,16.615,Marine National Park,Far Northern Management Area,1,Far Northern
14-091,Noble Reef (14-091),144.765,-14.502,60.941,Marine National Park,Far Northern Management Area,1,Far Northern
14-096,U/N Reef (14-096),144.856,-14.54,7.364,Marine National Park,Far Northern Management Area,1,Far Northern
14-101,Sinclair-Morris Reef (14-101),144.905,-14.554,54.58,Marine National Park,Far Northern Management Area,1,Far Northern
14-102,Hampton Reef (14-102),144.889,-14.563,80.805,Marine National Park,Far Northern Management Area,1,Far Northern
14-103,Beatrice Reef (14-103),144.927,-14.574,32.613,Marine National Park,Far Northern Management Area,1,Far Northern
14-104,Murdoch Reef (14-104),144.935,-14.614,330.237,Marine National Park,Far Northern Management Area,1,Far Northern
14-105,U/N Reef (14-105),144.922,-14.637,603.298,Marine National Park,Far Northern Management Area,1,Far Northern
14-159a,U/N Reef (14-159a),144.704,-14.123,4.384,Marine National Park,Far Northern Management Area,1,Far Northern
14-159b,U/N Reef (14-159b),144.7,-14.134,2.922,Marine National Park,Far Northern Management Area,1,Far Northern
14-160,U/N Reef (14-160),144.859,-14.194,5.602,Marine National Park,Far Northern Management Area,1,Far Northern
14-161,U/N Reef (14-161),143.93,-14.019,141.18,Marine National Park,Far Northern Management Area,1,Far Northern
14-162,U/N Reef (14-162),144.711,-14.557,7.957,Marine National Park,Far Northern Management Area,1,Far Northern
20-198,U/N Reef (20-198),150.894,-20.437,371.716,Marine National Park,Southern Management Area,4,Southern
20-147,U/N Reef (20-147),150.547,-20.03,68.152,Marine National Park,Southern Management Area,4,Southern
20-148,U/N Reef (20-148),150.508,-20.073,57.573,Marine National Park,Southern Management Area,4,Southern
20-149,U/N Reef (20-149),150.503,-20.085,36.386,Marine National Park,Southern Management Area,4,Southern
20-150,U/N Reef (20-150),150.597,-20.069,10.953,Marine National Park,Southern Management Area,4,Southern
20-151,U/N Reef (20-151),150.554,-20.075,13.596,Marine National Park,Southern Management Area,4,Southern
20-152,U/N Reef (20-152),150.631,-20.08,31.577,Marine National Park,Southern Management Area,4,Southern
20-153,U/N Reef (20-153),150.512,-20.095,36.735,Marine National Park,Southern Management Area,4,Southern
20-155,U/N Reef (20-155),150.577,-20.103,160.416,Marine National Park,Southern Management Area,4,Southern
20-156,U/N Reef (20-156),150.644,-20.125,437.567,Marine National Park,Southern Management Area,4,Southern
20-157,U/N Reef (20-157),150.691,-20.141,16.921,Marine National Park,Southern Management Area,4,Southern
20-158,U/N Reef (20-158),150.521,-20.162,16.509,Marine National Park,Southern Management Area,4,Southern
20-159,U/N Reef (20-159),150.735,-20.165,25.993,Marine National Park,Southern Management Area,4,Southern
20-160,U/N Reef (20-160),150.659,-20.166,31.629,Marine National Park,Southern Management Area,4,Southern
20-161,U/N Reef (20-161),150.536,-20.18,41.516,Marine National Park,Southern Management Area,4,Southern
20-162,U/N Reef (20-162),150.626,-20.19,15.72,Marine National Park,Southern Management Area,4,Southern
20-163,U/N Reef (20-163),150.561,-20.201,134.497,Marine National Park,Southern Management Area,4,Southern
20-164,U/N Reef (20-164),150.643,-20.205,16.636,Marine National Park,Southern Management Area,4,Southern
20-165,U/N Reef (20-165),150.71,-20.204,166.923,Marine National Park,Southern Management Area,4,Southern
20-166,U/N Reef (20-166),150.548,-20.225,432.408,Marine National Park,Southern Management Area,4,Southern
20-168,U/N Reef (20-168),150.654,-20.231,51.836,Marine National Park,Southern Management Area,4,Southern
20-195,U/N Reef (20-195),150.912,-20.418,29.349,Marine National Park,Southern Management Area,4,Southern
20-196,U/N Reef (20-196),150.931,-20.415,78.431,Marine National Park,Southern Management Area,4,Southern
20-199,U/N Reef (20-199),150.846,-20.473,22.02,Marine National Park,Southern Management Area,4,Southern
20-216,U/N Reef (20-216),148.778,-20.73,27.288,Marine National Park,Southern Management Area,4,Southern
20-217,U/N Reef (20-217),148.793,-20.751,26.432,Marine National Park,Southern Management Area,4,Southern
20-218,U/N Reef (20-218),148.795,-20.767,45.869,Marine National Park,Southern Management Area,4,Southern
20-219a,Cave Reef (20-219a),148.855,-20.782,3.578,Marine National Park,Southern Management Area,4,Southern
20-219b,Pigeon Reef (20-219b),148.846,-20.79,400.013,Marine National Park,Southern Management Area,4,Southern
20-227,Mausoleum Reef (20-227),148.94,-20.861,14.339,Marine National Park,Southern Management Area,4,Southern
20-237d,Goldsmith Island Reef (No 4) (20-237d),149.159,-20.681,34.699,Marine National Park,Southern Management Area,4,Southern
20-266,Maryport Reef (20-266),149.272,-20.76,4.854,Marine National Park,Southern Management Area,4,Southern
20-267,Edgell Rock Reef (20-267),149.271,-20.765,3.592,Marine National Park,Southern Management Area,4,Southern
20-270a,Carlisle Reef (20-270a),149.281,-20.801,327.642,Marine National Park,Southern Management Area,4,Southern
20-274,U/N Reef (20-274),149.033,-20.899,85.45,Marine National Park,Southern Management Area,4,Southern
20-277a,Keswick Island Reef (No 1) (20-277a),149.391,-20.91,58.957,Marine National Park,Southern Management Area,4,Southern
20-290a,Scawfell Reef (No 1) (20-290a),149.614,-20.855,69.385,Marine National Park,Southern Management Area,4,Southern
20-312,U/N Reef (20-312),150.862,-20.512,94.067,Marine National Park,Southern Management Area,4,Southern
20-321,U/N Reef (20-321),150.998,-20.555,122.811,Marine National Park,Southern Management Area,4,Southern
20-346,U/N Reef (20-346),150.894,-20.806,73.718,Marine National Park,Southern Management Area,4,Southern
20-347,U/N Reef (20-347),150.986,-20.863,608.908,Marine National Park,Southern Management Area,4,Southern
20-348,U/N Reef (20-348),150.953,-20.887,1287.685,Marine National Park,Southern Management Area,4,Southern
20-350,U/N Reef (20-350),151.003,-20.832,23.875,Marine National Park,Southern Management Area,4,Southern
20-351b,Pompey Reef (No 2) (20-351b),150.528,-20.984,832.997,Marine National Park,Southern Management Area,4,Southern
20-351c,Pompey Reef (No 3) (20-351c),150.521,-21.012,483.286,Marine National Park,Southern Management Area,4,Southern
20-353,U/N Reef (20-353),150.918,-20.965,731.137,Marine National Park,Southern Management Area,4,Southern
20-354,U/N Reef (20-354),150.952,-20.973,113.726,Marine National Park,Southern Management Area,4,Southern
20-355,U/N Reef (20-355),151.015,-20.539,74.186,Marine National Park,Southern Management Area,4,Southern
